serial,ppg,ppg_h,timestamp
24,114.0,87.0,2021-05-06 21:12:44+00:00
0,-42.0,125.0,2021-05-06 21:12:46+00:00
1,12.0,126.0,2021-05-06 21:12:46+00:00
2,71.0,126.0,2021-05-06 21:12:46+00:00
3,-117.0,126.0,2021-05-06 21:12:46+00:00
4,-45.0,126.0,2021-05-06 21:12:46+00:00
5,6.0,127.0,2021-05-06 21:12:46+00:00
6,-107.0,126.0,2021-05-06 21:12:46+00:00
7,-43.0,125.0,2021-05-06 21:12:46+00:00
8,99.0,125.0,2021-05-06 21:12:46+00:00
9,69.0,125.0,2021-05-06 21:12:46+00:00
10,90.0,125.0,2021-05-06 21:12:46+00:00
11,-118.0,125.0,2021-05-06 21:12:46+00:00
12,-69.0,125.0,2021-05-06 21:12:46+00:00
13,-30.0,125.0,2021-05-06 21:12:46+00:00
14,5.0,126.0,2021-05-06 21:12:46+00:00
15,44.0,126.0,2021-05-06 21:12:46+00:00
16,92.0,126.0,2021-05-06 21:12:46+00:00
17,-105.0,126.0,2021-05-06 21:12:46+00:00
18,-39.0,126.0,2021-05-06 21:12:46+00:00
19,34.0,127.0,2021-05-06 21:12:46+00:00
20,86.0,127.0,2021-05-06 21:12:46+00:00
21,-28.0,126.0,2021-05-06 21:12:46+00:00
22,30.0,126.0,2021-05-06 21:12:46+00:00
23,-90.0,125.0,2021-05-06 21:12:46+00:00
24,127.0,-85.0,2021-05-06 21:12:46+00:00
0,85.0,126.0,2021-05-06 21:12:46+00:00
1,-119.0,125.0,2021-05-06 21:12:46+00:00
2,-38.0,124.0,2021-05-06 21:12:46+00:00
3,-116.0,124.0,2021-05-06 21:12:46+00:00
4,-128.0,124.0,2021-05-06 21:12:46+00:00
5,-104.0,124.0,2021-05-06 21:12:46+00:00
6,-55.0,124.0,2021-05-06 21:12:46+00:00
7,-11.0,124.0,2021-05-06 21:12:46+00:00
8,32.0,125.0,2021-05-06 21:12:46+00:00
9,74.0,125.0,2021-05-06 21:12:46+00:00
10,127.0,125.0,2021-05-06 21:12:46+00:00
11,-69.0,125.0,2021-05-06 21:12:46+00:00
12,-3.0,125.0,2021-05-06 21:12:46+00:00
13,63.0,126.0,2021-05-06 21:12:46+00:00
14,-121.0,126.0,2021-05-06 21:12:46+00:00
15,-98.0,126.0,2021-05-06 21:12:46+00:00
16,-1.0,125.0,2021-05-06 21:12:46+00:00
17,66.0,125.0,2021-05-06 21:12:46+00:00
18,-34.0,124.0,2021-05-06 21:12:46+00:00
19,-54.0,124.0,2021-05-06 21:12:46+00:00
20,-25.0,124.0,2021-05-06 21:12:46+00:00
21,27.0,125.0,2021-05-06 21:12:46+00:00
22,82.0,125.0,2021-05-06 21:12:46+00:00
23,124.0,125.0,2021-05-06 21:12:46+00:00
24,-88.0,88.0,2021-05-06 21:12:46+00:00
0,-113.0,125.0,2021-05-06 21:12:47+00:00
1,-71.0,125.0,2021-05-06 21:12:47+00:00
2,-25.0,125.0,2021-05-06 21:12:47+00:00
3,11.0,126.0,2021-05-06 21:12:47+00:00
4,46.0,126.0,2021-05-06 21:12:47+00:00
5,91.0,126.0,2021-05-06 21:12:47+00:00
6,-114.0,126.0,2021-05-06 21:12:47+00:00
7,-52.0,126.0,2021-05-06 21:12:47+00:00
8,15.0,127.0,2021-05-06 21:12:47+00:00
9,87.0,127.0,2021-05-06 21:12:47+00:00
10,123.0,127.0,2021-05-06 21:12:47+00:00
11,-20.0,126.0,2021-05-06 21:12:47+00:00
12,30.0,126.0,2021-05-06 21:12:47+00:00
13,-88.0,125.0,2021-05-06 21:12:47+00:00
14,-127.0,125.0,2021-05-06 21:12:47+00:00
15,-112.0,125.0,2021-05-06 21:12:47+00:00
16,-70.0,125.0,2021-05-06 21:12:47+00:00
17,-25.0,125.0,2021-05-06 21:12:47+00:00
18,15.0,126.0,2021-05-06 21:12:47+00:00
19,55.0,126.0,2021-05-06 21:12:47+00:00
20,101.0,126.0,2021-05-06 21:12:47+00:00
21,-102.0,126.0,2021-05-06 21:12:47+00:00
22,-47.0,126.0,2021-05-06 21:12:47+00:00
23,15.0,127.0,2021-05-06 21:12:47+00:00
24,84.0,-52.0,2021-05-06 21:12:47+00:00
0,118.0,127.0,2021-05-06 21:12:48+00:00
1,-21.0,126.0,2021-05-06 21:12:48+00:00
2,31.0,126.0,2021-05-06 21:12:48+00:00
3,-81.0,125.0,2021-05-06 21:12:48+00:00
4,-115.0,125.0,2021-05-06 21:12:48+00:00
5,-97.0,125.0,2021-05-06 21:12:48+00:00
6,-58.0,125.0,2021-05-06 21:12:48+00:00
7,-12.0,125.0,2021-05-06 21:12:48+00:00
8,25.0,126.0,2021-05-06 21:12:48+00:00
9,57.0,126.0,2021-05-06 21:12:48+00:00
10,100.0,126.0,2021-05-06 21:12:48+00:00
11,-109.0,126.0,2021-05-06 21:12:48+00:00
12,-53.0,126.0,2021-05-06 21:12:48+00:00
13,9.0,127.0,2021-05-06 21:12:48+00:00
14,77.0,127.0,2021-05-06 21:12:48+00:00
15,-121.0,127.0,2021-05-06 21:12:48+00:00
16,41.0,127.0,2021-05-06 21:12:48+00:00
17,93.0,126.0,2021-05-06 21:12:48+00:00
18,-40.0,125.0,2021-05-06 21:12:48+00:00
19,-88.0,125.0,2021-05-06 21:12:48+00:00
20,-81.0,125.0,2021-05-06 21:12:48+00:00
21,-45.0,125.0,2021-05-06 21:12:48+00:00
22,-5.0,125.0,2021-05-06 21:12:48+00:00
23,25.0,126.0,2021-05-06 21:12:48+00:00
24,50.0,-60.0,2021-05-06 21:12:48+00:00
0,80.0,126.0,2021-05-06 21:12:49+00:00
1,116.0,126.0,2021-05-06 21:12:49+00:00
2,-90.0,126.0,2021-05-06 21:12:49+00:00
3,-33.0,126.0,2021-05-06 21:12:49+00:00
4,31.0,127.0,2021-05-06 21:12:49+00:00
5,83.0,127.0,2021-05-06 21:12:49+00:00
6,-12.0,126.0,2021-05-06 21:12:49+00:00
7,43.0,126.0,2021-05-06 21:12:49+00:00
8,-93.0,125.0,2021-05-06 21:12:49+00:00
9,105.0,125.0,2021-05-06 21:12:49+00:00
10,101.0,125.0,2021-05-06 21:12:49+00:00
11,-125.0,125.0,2021-05-06 21:12:49+00:00
12,-92.0,125.0,2021-05-06 21:12:49+00:00
13,-66.0,125.0,2021-05-06 21:12:49+00:00
14,-41.0,125.0,2021-05-06 21:12:49+00:00
15,-6.0,125.0,2021-05-06 21:12:49+00:00
16,42.0,126.0,2021-05-06 21:12:49+00:00
17,92.0,126.0,2021-05-06 21:12:49+00:00
18,-100.0,126.0,2021-05-06 21:12:49+00:00
19,-32.0,126.0,2021-05-06 21:12:49+00:00
20,26.0,127.0,2021-05-06 21:12:49+00:00
21,-63.0,126.0,2021-05-06 21:12:49+00:00
22,-24.0,125.0,2021-05-06 21:12:49+00:00
23,74.0,125.0,2021-05-06 21:12:49+00:00
24,-1.0,-3.0,2021-05-06 21:12:49+00:00
0,-16.0,124.0,2021-05-06 21:12:50+00:00
1,9.0,125.0,2021-05-06 21:12:50+00:00
2,44.0,125.0,2021-05-06 21:12:50+00:00
3,71.0,125.0,2021-05-06 21:12:50+00:00
4,99.0,125.0,2021-05-06 21:12:50+00:00
5,-124.0,125.0,2021-05-06 21:12:50+00:00
6,-80.0,125.0,2021-05-06 21:12:50+00:00
7,-32.0,125.0,2021-05-06 21:12:50+00:00
8,23.0,126.0,2021-05-06 21:12:50+00:00
9,79.0,126.0,2021-05-06 21:12:50+00:00
10,-113.0,126.0,2021-05-06 21:12:50+00:00
11,127.0,126.0,2021-05-06 21:12:50+00:00
12,-64.0,125.0,2021-05-06 21:12:50+00:00
13,11.0,125.0,2021-05-06 21:12:50+00:00
14,-81.0,124.0,2021-05-06 21:12:50+00:00
15,-111.0,124.0,2021-05-06 21:12:50+00:00
16,-95.0,124.0,2021-05-06 21:12:50+00:00
17,-58.0,124.0,2021-05-06 21:12:50+00:00
18,-26.0,124.0,2021-05-06 21:12:50+00:00
19,-1.0,124.0,2021-05-06 21:12:50+00:00
20,23.0,125.0,2021-05-06 21:12:50+00:00
21,57.0,125.0,2021-05-06 21:12:50+00:00
22,99.0,125.0,2021-05-06 21:12:50+00:00
23,-105.0,125.0,2021-05-06 21:12:50+00:00
24,-50.0,-96.0,2021-05-06 21:12:50+00:00
0,18.0,126.0,2021-05-06 21:12:51+00:00
1,81.0,126.0,2021-05-06 21:12:51+00:00
2,28.0,126.0,2021-05-06 21:12:51+00:00
3,88.0,125.0,2021-05-06 21:12:51+00:00
4,-69.0,124.0,2021-05-06 21:12:51+00:00
5,113.0,124.0,2021-05-06 21:12:51+00:00
6,91.0,124.0,2021-05-06 21:12:51+00:00
7,109.0,124.0,2021-05-06 21:12:51+00:00
8,-116.0,124.0,2021-05-06 21:12:51+00:00
9,-91.0,124.0,2021-05-06 21:12:51+00:00
10,-70.0,124.0,2021-05-06 21:12:51+00:00
11,-47.0,124.0,2021-05-06 21:12:51+00:00
12,-9.0,124.0,2021-05-06 21:12:51+00:00
13,38.0,125.0,2021-05-06 21:12:51+00:00
14,90.0,125.0,2021-05-06 21:12:51+00:00
15,-106.0,125.0,2021-05-06 21:12:51+00:00
16,-38.0,125.0,2021-05-06 21:12:51+00:00
17,15.0,126.0,2021-05-06 21:12:51+00:00
18,-81.0,125.0,2021-05-06 21:12:51+00:00
19,-32.0,124.0,2021-05-06 21:12:51+00:00
20,76.0,124.0,2021-05-06 21:12:51+00:00
21,10.0,124.0,2021-05-06 21:12:51+00:00
22,-2.0,123.0,2021-05-06 21:12:51+00:00
23,18.0,124.0,2021-05-06 21:12:51+00:00
24,51.0,119.0,2021-05-06 21:12:51+00:00
0,80.0,124.0,2021-05-06 21:12:52+00:00
1,108.0,124.0,2021-05-06 21:12:52+00:00
2,-115.0,124.0,2021-05-06 21:12:52+00:00
3,-68.0,124.0,2021-05-06 21:12:52+00:00
4,-16.0,124.0,2021-05-06 21:12:52+00:00
5,39.0,125.0,2021-05-06 21:12:52+00:00
6,101.0,125.0,2021-05-06 21:12:52+00:00
7,-89.0,125.0,2021-05-06 21:12:52+00:00
8,-31.0,125.0,2021-05-06 21:12:52+00:00
9,-102.0,125.0,2021-05-06 21:12:52+00:00
10,-58.0,124.0,2021-05-06 21:12:52+00:00
11,33.0,124.0,2021-05-06 21:12:52+00:00
12,-43.0,123.0,2021-05-06 21:12:52+00:00
13,-67.0,123.0,2021-05-06 21:12:52+00:00
14,-50.0,123.0,2021-05-06 21:12:52+00:00
15,-14.0,123.0,2021-05-06 21:12:52+00:00
16,18.0,124.0,2021-05-06 21:12:52+00:00
17,40.0,124.0,2021-05-06 21:12:52+00:00
18,69.0,124.0,2021-05-06 21:12:52+00:00
19,108.0,124.0,2021-05-06 21:12:52+00:00
20,-96.0,124.0,2021-05-06 21:12:52+00:00
21,-38.0,124.0,2021-05-06 21:12:52+00:00
22,25.0,125.0,2021-05-06 21:12:52+00:00
23,94.0,125.0,2021-05-06 21:12:52+00:00
24,-91.0,37.0,2021-05-06 21:12:52+00:00
0,-73.0,125.0,2021-05-06 21:12:53+00:00
1,24.0,125.0,2021-05-06 21:12:53+00:00
2,90.0,124.0,2021-05-06 21:12:53+00:00
3,-18.0,123.0,2021-05-06 21:12:53+00:00
4,-58.0,123.0,2021-05-06 21:12:53+00:00
5,-52.0,123.0,2021-05-06 21:12:53+00:00
6,-21.0,123.0,2021-05-06 21:12:53+00:00
7,17.0,124.0,2021-05-06 21:12:53+00:00
8,44.0,124.0,2021-05-06 21:12:53+00:00
9,75.0,124.0,2021-05-06 21:12:53+00:00
10,115.0,124.0,2021-05-06 21:12:53+00:00
11,-90.0,124.0,2021-05-06 21:12:53+00:00
12,-30.0,124.0,2021-05-06 21:12:53+00:00
13,36.0,125.0,2021-05-06 21:12:53+00:00
14,101.0,125.0,2021-05-06 21:12:53+00:00
15,-81.0,125.0,2021-05-06 21:12:53+00:00
16,-23.0,125.0,2021-05-06 21:12:53+00:00
17,-103.0,125.0,2021-05-06 21:12:53+00:00
18,-47.0,124.0,2021-05-06 21:12:53+00:00
19,61.0,124.0,2021-05-06 21:12:53+00:00
20,-2.0,123.0,2021-05-06 21:12:53+00:00
21,-6.0,123.0,2021-05-06 21:12:53+00:00
22,23.0,124.0,2021-05-06 21:12:53+00:00
23,63.0,124.0,2021-05-06 21:12:53+00:00
24,95.0,82.0,2021-05-06 21:12:53+00:00
0,124.0,124.0,2021-05-06 21:12:54+00:00
1,-97.0,124.0,2021-05-06 21:12:54+00:00
2,-51.0,124.0,2021-05-06 21:12:54+00:00
3,1.0,125.0,2021-05-06 21:12:54+00:00
4,60.0,125.0,2021-05-06 21:12:54+00:00
5,126.0,125.0,2021-05-06 21:12:54+00:00
6,-59.0,125.0,2021-05-06 21:12:54+00:00
7,-64.0,125.0,2021-05-06 21:12:54+00:00
8,19.0,125.0,2021-05-06 21:12:54+00:00
9,103.0,124.0,2021-05-06 21:12:54+00:00
10,18.0,124.0,2021-05-06 21:12:54+00:00
11,-3.0,123.0,2021-05-06 21:12:54+00:00
12,18.0,124.0,2021-05-06 21:12:54+00:00
13,62.0,124.0,2021-05-06 21:12:54+00:00
14,104.0,124.0,2021-05-06 21:12:54+00:00
15,-117.0,124.0,2021-05-06 21:12:54+00:00
16,-84.0,124.0,2021-05-06 21:12:54+00:00
17,-36.0,124.0,2021-05-06 21:12:54+00:00
18,17.0,125.0,2021-05-06 21:12:54+00:00
19,80.0,125.0,2021-05-06 21:12:54+00:00
20,-105.0,125.0,2021-05-06 21:12:54+00:00
21,-26.0,125.0,2021-05-06 21:12:54+00:00
22,47.0,126.0,2021-05-06 21:12:54+00:00
23,3.0,126.0,2021-05-06 21:12:54+00:00
24,67.0,-95.0,2021-05-06 21:12:54+00:00
0,-85.0,124.0,2021-05-06 21:12:55+00:00
1,106.0,124.0,2021-05-06 21:12:55+00:00
2,101.0,124.0,2021-05-06 21:12:55+00:00
3,-126.0,124.0,2021-05-06 21:12:55+00:00
4,-81.0,124.0,2021-05-06 21:12:55+00:00
5,-43.0,124.0,2021-05-06 21:12:55+00:00
6,-6.0,124.0,2021-05-06 21:12:55+00:00
7,33.0,125.0,2021-05-06 21:12:55+00:00
8,86.0,125.0,2021-05-06 21:12:55+00:00
9,-109.0,125.0,2021-05-06 21:12:55+00:00
10,-40.0,125.0,2021-05-06 21:12:55+00:00
11,36.0,126.0,2021-05-06 21:12:55+00:00
12,115.0,126.0,2021-05-06 21:12:55+00:00
13,-107.0,126.0,2021-05-06 21:12:55+00:00
14,12.0,126.0,2021-05-06 21:12:55+00:00
15,88.0,125.0,2021-05-06 21:12:55+00:00
16,-11.0,124.0,2021-05-06 21:12:55+00:00
17,-34.0,124.0,2021-05-06 21:12:55+00:00
18,-13.0,124.0,2021-05-06 21:12:55+00:00
19,33.0,125.0,2021-05-06 21:12:55+00:00
20,80.0,125.0,2021-05-06 21:12:55+00:00
21,120.0,125.0,2021-05-06 21:12:55+00:00
22,-94.0,125.0,2021-05-06 21:12:55+00:00
23,-50.0,125.0,2021-05-06 21:12:55+00:00
24,1.0,-29.0,2021-05-06 21:12:55+00:00
0,59.0,126.0,2021-05-06 21:12:56+00:00
1,124.0,126.0,2021-05-06 21:12:56+00:00
2,-66.0,126.0,2021-05-06 21:12:56+00:00
3,-50.0,126.0,2021-05-06 21:12:56+00:00
4,54.0,126.0,2021-05-06 21:12:56+00:00
5,-124.0,125.0,2021-05-06 21:12:56+00:00
6,38.0,125.0,2021-05-06 21:12:56+00:00
7,19.0,125.0,2021-05-06 21:12:56+00:00
8,46.0,125.0,2021-05-06 21:12:56+00:00
9,92.0,125.0,2021-05-06 21:12:56+00:00
10,-124.0,125.0,2021-05-06 21:12:56+00:00
11,-94.0,125.0,2021-05-06 21:12:56+00:00
12,-66.0,125.0,2021-05-06 21:12:56+00:00
13,-29.0,125.0,2021-05-06 21:12:56+00:00
14,20.0,126.0,2021-05-06 21:12:56+00:00
15,73.0,126.0,2021-05-06 21:12:56+00:00
16,-121.0,126.0,2021-05-06 21:12:56+00:00
17,-54.0,126.0,2021-05-06 21:12:56+00:00
18,-65.0,126.0,2021-05-06 21:12:56+00:00
19,19.0,126.0,2021-05-06 21:12:56+00:00
20,98.0,125.0,2021-05-06 21:12:56+00:00
21,12.0,125.0,2021-05-06 21:12:56+00:00
22,-15.0,124.0,2021-05-06 21:12:56+00:00
23,1.0,125.0,2021-05-06 21:12:56+00:00
24,36.0,114.0,2021-05-06 21:12:56+00:00
0,69.0,125.0,2021-05-06 21:12:57+00:00
1,96.0,125.0,2021-05-06 21:12:57+00:00
2,123.0,125.0,2021-05-06 21:12:57+00:00
3,-99.0,125.0,2021-05-06 21:12:57+00:00
4,-50.0,125.0,2021-05-06 21:12:57+00:00
5,5.0,126.0,2021-05-06 21:12:57+00:00
6,71.0,126.0,2021-05-06 21:12:57+00:00
7,-113.0,126.0,2021-05-06 21:12:57+00:00
8,-108.0,126.0,2021-05-06 21:12:57+00:00
9,-23.0,125.0,2021-05-06 21:12:57+00:00
10,47.0,125.0,2021-05-06 21:12:57+00:00
11,-57.0,124.0,2021-05-06 21:12:57+00:00
12,-94.0,124.0,2021-05-06 21:12:57+00:00
13,-81.0,124.0,2021-05-06 21:12:57+00:00
14,-49.0,124.0,2021-05-06 21:12:57+00:00
15,-19.0,124.0,2021-05-06 21:12:57+00:00
16,5.0,125.0,2021-05-06 21:12:57+00:00
17,32.0,125.0,2021-05-06 21:12:57+00:00
18,73.0,125.0,2021-05-06 21:12:57+00:00
19,124.0,125.0,2021-05-06 21:12:57+00:00
20,-72.0,125.0,2021-05-06 21:12:57+00:00
21,-8.0,125.0,2021-05-06 21:12:57+00:00
22,64.0,126.0,2021-05-06 21:12:57+00:00
23,108.0,126.0,2021-05-06 21:12:57+00:00
24,-8.0,2.0,2021-05-06 21:12:57+00:00
0,41.0,125.0,2021-05-06 21:12:58+00:00
1,-95.0,124.0,2021-05-06 21:12:58+00:00
2,105.0,124.0,2021-05-06 21:12:58+00:00
3,108.0,124.0,2021-05-06 21:12:58+00:00
4,-114.0,124.0,2021-05-06 21:12:58+00:00
5,-76.0,124.0,2021-05-06 21:12:58+00:00
6,-48.0,124.0,2021-05-06 21:12:58+00:00
7,-20.0,124.0,2021-05-06 21:12:58+00:00
8,14.0,125.0,2021-05-06 21:12:58+00:00
9,55.0,125.0,2021-05-06 21:12:58+00:00
10,103.0,125.0,2021-05-06 21:12:58+00:00
11,-97.0,125.0,2021-05-06 21:12:58+00:00
12,-34.0,125.0,2021-05-06 21:12:58+00:00
13,24.0,126.0,2021-05-06 21:12:58+00:00
14,-39.0,125.0,2021-05-06 21:12:58+00:00
15,18.0,125.0,2021-05-06 21:12:58+00:00
16,113.0,124.0,2021-05-06 21:12:58+00:00
17,44.0,124.0,2021-05-06 21:12:58+00:00
18,37.0,124.0,2021-05-06 21:12:58+00:00
19,66.0,124.0,2021-05-06 21:12:58+00:00
20,101.0,124.0,2021-05-06 21:12:58+00:00
21,127.0,124.0,2021-05-06 21:12:58+00:00
22,-107.0,124.0,2021-05-06 21:12:58+00:00
23,-82.0,124.0,2021-05-06 21:12:58+00:00
24,-43.0,-104.0,2021-05-06 21:12:58+00:00
0,2.0,125.0,2021-05-06 21:12:59+00:00
1,60.0,125.0,2021-05-06 21:12:59+00:00
2,-128.0,125.0,2021-05-06 21:12:59+00:00
3,-56.0,125.0,2021-05-06 21:12:59+00:00
4,-61.0,125.0,2021-05-06 21:12:59+00:00
5,12.0,125.0,2021-05-06 21:12:59+00:00
6,76.0,124.0,2021-05-06 21:12:59+00:00
7,-33.0,123.0,2021-05-06 21:12:59+00:00
8,-76.0,123.0,2021-05-06 21:12:59+00:00
9,-71.0,123.0,2021-05-06 21:12:59+00:00
10,-45.0,123.0,2021-05-06 21:12:59+00:00
11,-14.0,123.0,2021-05-06 21:12:59+00:00
12,7.0,124.0,2021-05-06 21:12:59+00:00
13,31.0,124.0,2021-05-06 21:12:59+00:00
14,70.0,124.0,2021-05-06 21:12:59+00:00
15,124.0,124.0,2021-05-06 21:12:59+00:00
16,-72.0,124.0,2021-05-06 21:12:59+00:00
17,-6.0,124.0,2021-05-06 21:12:59+00:00
18,66.0,125.0,2021-05-06 21:12:59+00:00
19,114.0,125.0,2021-05-06 21:12:59+00:00
20,4.0,125.0,2021-05-06 21:12:59+00:00
21,46.0,124.0,2021-05-06 21:12:59+00:00
22,-101.0,123.0,2021-05-06 21:12:59+00:00
23,92.0,123.0,2021-05-06 21:12:59+00:00
24,82.0,66.0,2021-05-06 21:12:59+00:00
0,110.0,123.0,2021-05-06 21:13:00+00:00
1,-108.0,123.0,2021-05-06 21:13:00+00:00
2,-73.0,123.0,2021-05-06 21:13:00+00:00
3,-41.0,123.0,2021-05-06 21:13:00+00:00
4,-5.0,123.0,2021-05-06 21:13:00+00:00
5,41.0,124.0,2021-05-06 21:13:00+00:00
6,96.0,124.0,2021-05-06 21:13:00+00:00
7,-95.0,124.0,2021-05-06 21:13:00+00:00
8,-24.0,124.0,2021-05-06 21:13:00+00:00
9,45.0,125.0,2021-05-06 21:13:00+00:00
10,26.0,125.0,2021-05-06 21:13:00+00:00
11,101.0,124.0,2021-05-06 21:13:00+00:00
12,-69.0,123.0,2021-05-06 21:13:00+00:00
13,107.0,123.0,2021-05-06 21:13:00+00:00
14,91.0,123.0,2021-05-06 21:13:00+00:00
15,117.0,123.0,2021-05-06 21:13:00+00:00
16,-100.0,123.0,2021-05-06 21:13:00+00:00
17,-61.0,123.0,2021-05-06 21:13:00+00:00
18,-31.0,123.0,2021-05-06 21:13:00+00:00
19,-3.0,123.0,2021-05-06 21:13:00+00:00
20,38.0,124.0,2021-05-06 21:13:00+00:00
21,87.0,124.0,2021-05-06 21:13:00+00:00
22,-108.0,124.0,2021-05-06 21:13:00+00:00
23,-39.0,124.0,2021-05-06 21:13:00+00:00
24,35.0,67.0,2021-05-06 21:13:00+00:00
0,62.0,125.0,2021-05-06 21:13:01+00:00
1,-83.0,124.0,2021-05-06 21:13:01+00:00
2,-5.0,123.0,2021-05-06 21:13:01+00:00
3,-104.0,123.0,2021-05-06 21:13:01+00:00
4,121.0,123.0,2021-05-06 21:13:01+00:00
5,-120.0,123.0,2021-05-06 21:13:01+00:00
6,-85.0,123.0,2021-05-06 21:13:01+00:00
7,-53.0,123.0,2021-05-06 21:13:01+00:00
8,-27.0,123.0,2021-05-06 21:13:01+00:00
9,1.0,124.0,2021-05-06 21:13:01+00:00
10,41.0,124.0,2021-05-06 21:13:01+00:00
11,94.0,124.0,2021-05-06 21:13:01+00:00
12,-103.0,124.0,2021-05-06 21:13:01+00:00
13,-33.0,124.0,2021-05-06 21:13:01+00:00
14,42.0,125.0,2021-05-06 21:13:01+00:00
15,79.0,125.0,2021-05-06 21:13:01+00:00
16,-58.0,124.0,2021-05-06 21:13:01+00:00
17,1.0,124.0,2021-05-06 21:13:01+00:00
18,-120.0,123.0,2021-05-06 21:13:01+00:00
19,88.0,123.0,2021-05-06 21:13:01+00:00
20,88.0,123.0,2021-05-06 21:13:01+00:00
21,122.0,123.0,2021-05-06 21:13:01+00:00
22,-92.0,123.0,2021-05-06 21:13:01+00:00
23,-60.0,123.0,2021-05-06 21:13:01+00:00
24,-26.0,-43.0,2021-05-06 21:13:01+00:00
0,17.0,124.0,2021-05-06 21:13:02+00:00
1,72.0,124.0,2021-05-06 21:13:02+00:00
2,-123.0,124.0,2021-05-06 21:13:02+00:00
3,-56.0,124.0,2021-05-06 21:13:02+00:00
4,15.0,125.0,2021-05-06 21:13:02+00:00
5,89.0,125.0,2021-05-06 21:13:02+00:00
6,73.0,125.0,2021-05-06 21:13:02+00:00
7,-117.0,124.0,2021-05-06 21:13:02+00:00
8,-36.0,123.0,2021-05-06 21:13:02+00:00
9,-119.0,123.0,2021-05-06 21:13:02+00:00
10,117.0,123.0,2021-05-06 21:13:02+00:00
11,-116.0,123.0,2021-05-06 21:13:02+00:00
12,-70.0,123.0,2021-05-06 21:13:02+00:00
13,-26.0,123.0,2021-05-06 21:13:02+00:00
14,6.0,124.0,2021-05-06 21:13:02+00:00
15,39.0,124.0,2021-05-06 21:13:02+00:00
16,79.0,124.0,2021-05-06 21:13:02+00:00
17,-125.0,124.0,2021-05-06 21:13:02+00:00
18,-62.0,124.0,2021-05-06 21:13:02+00:00
19,8.0,125.0,2021-05-06 21:13:02+00:00
20,85.0,125.0,2021-05-06 21:13:02+00:00
21,-103.0,125.0,2021-05-06 21:13:02+00:00
22,98.0,125.0,2021-05-06 21:13:02+00:00
23,-98.0,124.0,2021-05-06 21:13:02+00:00
24,13.0,114.0,2021-05-06 21:13:02+00:00
0,-49.0,123.0,2021-05-06 21:13:03+00:00
1,-58.0,123.0,2021-05-06 21:13:03+00:00
2,-27.0,123.0,2021-05-06 21:13:03+00:00
3,10.0,124.0,2021-05-06 21:13:03+00:00
4,41.0,124.0,2021-05-06 21:13:03+00:00
5,69.0,124.0,2021-05-06 21:13:03+00:00
6,100.0,124.0,2021-05-06 21:13:03+00:00
7,-112.0,124.0,2021-05-06 21:13:03+00:00
8,-52.0,124.0,2021-05-06 21:13:03+00:00
9,12.0,125.0,2021-05-06 21:13:03+00:00
10,83.0,125.0,2021-05-06 21:13:03+00:00
11,-99.0,125.0,2021-05-06 21:13:03+00:00
12,-81.0,125.0,2021-05-06 21:13:03+00:00
13,14.0,125.0,2021-05-06 21:13:03+00:00
14,86.0,124.0,2021-05-06 21:13:03+00:00
15,-12.0,123.0,2021-05-06 21:13:03+00:00
16,-39.0,123.0,2021-05-06 21:13:03+00:00
17,-16.0,123.0,2021-05-06 21:13:03+00:00
18,28.0,124.0,2021-05-06 21:13:03+00:00
19,69.0,124.0,2021-05-06 21:13:03+00:00
20,106.0,124.0,2021-05-06 21:13:03+00:00
21,-106.0,124.0,2021-05-06 21:13:03+00:00
22,-57.0,124.0,2021-05-06 21:13:03+00:00
23,-1.0,124.0,2021-05-06 21:13:03+00:00
24,58.0,-93.0,2021-05-06 21:13:03+00:00
0,126.0,125.0,2021-05-06 21:13:04+00:00
1,-59.0,125.0,2021-05-06 21:13:04+00:00
2,-23.0,125.0,2021-05-06 21:13:04+00:00
3,95.0,125.0,2021-05-06 21:13:04+00:00
4,-106.0,124.0,2021-05-06 21:13:04+00:00
5,32.0,124.0,2021-05-06 21:13:04+00:00
6,-5.0,123.0,2021-05-06 21:13:04+00:00
7,11.0,124.0,2021-05-06 21:13:04+00:00
8,58.0,124.0,2021-05-06 21:13:04+00:00
9,102.0,124.0,2021-05-06 21:13:04+00:00
10,-118.0,124.0,2021-05-06 21:13:04+00:00
11,-88.0,124.0,2021-05-06 21:13:04+00:00
12,-48.0,124.0,2021-05-06 21:13:04+00:00
13,3.0,125.0,2021-05-06 21:13:04+00:00
14,60.0,125.0,2021-05-06 21:13:04+00:00
15,-127.0,125.0,2021-05-06 21:13:04+00:00
16,-51.0,125.0,2021-05-06 21:13:04+00:00
17,15.0,126.0,2021-05-06 21:13:04+00:00
18,-50.0,125.0,2021-05-06 21:13:04+00:00
19,11.0,125.0,2021-05-06 21:13:04+00:00
20,-123.0,124.0,2021-05-06 21:13:04+00:00
21,82.0,124.0,2021-05-06 21:13:04+00:00
22,88.0,124.0,2021-05-06 21:13:04+00:00
23,126.0,124.0,2021-05-06 21:13:04+00:00
24,-87.0,-124.0,2021-05-06 21:13:04+00:00
0,-48.0,124.0,2021-05-06 21:13:05+00:00
1,-17.0,124.0,2021-05-06 21:13:05+00:00
2,21.0,125.0,2021-05-06 21:13:05+00:00
3,70.0,125.0,2021-05-06 21:13:05+00:00
4,-125.0,125.0,2021-05-06 21:13:05+00:00
5,-55.0,125.0,2021-05-06 21:13:05+00:00
