serial,ppg,ppg_h,timestamp
12,-126.0,126.0,2021-05-06 21:11:37+00:00
13,-73.0,126.0,2021-05-06 21:11:37+00:00
14,-13.0,126.0,2021-05-06 21:11:37+00:00
15,52.0,127.0,2021-05-06 21:11:37+00:00
16,117.0,127.0,2021-05-06 21:11:37+00:00
17,-74.0,127.0,2021-05-06 21:11:37+00:00
18,-59.0,127.0,2021-05-06 21:11:37+00:00
19,60.0,127.0,2021-05-06 21:11:37+00:00
20,-97.0,126.0,2021-05-06 21:11:37+00:00
21,76.0,126.0,2021-05-06 21:11:37+00:00
22,56.0,126.0,2021-05-06 21:11:37+00:00
23,81.0,126.0,2021-05-06 21:11:37+00:00
24,117.0,39.0,2021-05-06 21:11:37+00:00
0,-103.0,126.0,2021-05-06 21:11:38+00:00
1,-73.0,126.0,2021-05-06 21:11:38+00:00
2,-39.0,126.0,2021-05-06 21:11:38+00:00
3,-2.0,126.0,2021-05-06 21:11:38+00:00
4,42.0,127.0,2021-05-06 21:11:38+00:00
5,92.0,127.0,2021-05-06 21:11:38+00:00
6,-101.0,127.0,2021-05-06 21:11:38+00:00
7,-29.0,127.0,2021-05-06 21:11:38+00:00
8,24.0,-128.0,2021-05-06 21:11:38+00:00
9,-53.0,127.0,2021-05-06 21:11:38+00:00
10,39.0,127.0,2021-05-06 21:11:38+00:00
11,-73.0,126.0,2021-05-06 21:11:38+00:00
12,-120.0,126.0,2021-05-06 21:11:38+00:00
13,-122.0,126.0,2021-05-06 21:11:38+00:00
14,-93.0,126.0,2021-05-06 21:11:38+00:00
15,-51.0,126.0,2021-05-06 21:11:38+00:00
16,-12.0,126.0,2021-05-06 21:11:38+00:00
17,21.0,127.0,2021-05-06 21:11:38+00:00
18,56.0,127.0,2021-05-06 21:11:38+00:00
19,100.0,127.0,2021-05-06 21:11:38+00:00
20,-102.0,127.0,2021-05-06 21:11:38+00:00
21,-42.0,127.0,2021-05-06 21:11:38+00:00
22,22.0,-128.0,2021-05-06 21:11:38+00:00
23,87.0,-128.0,2021-05-06 21:11:38+00:00
24,101.0,87.0,2021-05-06 21:11:38+00:00
0,-41.0,127.0,2021-05-06 21:11:39+00:00
1,63.0,127.0,2021-05-06 21:11:39+00:00
2,-27.0,126.0,2021-05-06 21:11:39+00:00
3,-59.0,126.0,2021-05-06 21:11:39+00:00
4,-50.0,126.0,2021-05-06 21:11:39+00:00
5,-19.0,126.0,2021-05-06 21:11:39+00:00
6,13.0,127.0,2021-05-06 21:11:39+00:00
7,37.0,127.0,2021-05-06 21:11:39+00:00
8,68.0,127.0,2021-05-06 21:11:39+00:00
9,109.0,127.0,2021-05-06 21:11:39+00:00
10,-101.0,127.0,2021-05-06 21:11:39+00:00
11,-50.0,127.0,2021-05-06 21:11:39+00:00
12,5.0,-128.0,2021-05-06 21:11:39+00:00
13,68.0,-128.0,2021-05-06 21:11:39+00:00
14,120.0,-128.0,2021-05-06 21:11:39+00:00
15,50.0,-128.0,2021-05-06 21:11:39+00:00
16,-126.0,127.0,2021-05-06 21:11:39+00:00
17,9.0,127.0,2021-05-06 21:11:39+00:00
18,-34.0,126.0,2021-05-06 21:11:39+00:00
19,-33.0,126.0,2021-05-06 21:11:39+00:00
20,-3.0,126.0,2021-05-06 21:11:39+00:00
21,31.0,127.0,2021-05-06 21:11:39+00:00
22,61.0,127.0,2021-05-06 21:11:39+00:00
23,92.0,127.0,2021-05-06 21:11:39+00:00
24,122.0,59.0,2021-05-06 21:11:39+00:00
0,-96.0,127.0,2021-05-06 21:11:40+00:00
1,-46.0,127.0,2021-05-06 21:11:40+00:00
2,13.0,-128.0,2021-05-06 21:11:40+00:00
3,82.0,-128.0,2021-05-06 21:11:40+00:00
4,-112.0,-128.0,2021-05-06 21:11:40+00:00
5,114.0,-128.0,2021-05-06 21:11:40+00:00
6,-47.0,127.0,2021-05-06 21:11:40+00:00
7,72.0,127.0,2021-05-06 21:11:40+00:00
8,2.0,127.0,2021-05-06 21:11:40+00:00
9,-15.0,126.0,2021-05-06 21:11:40+00:00
10,7.0,127.0,2021-05-06 21:11:40+00:00
11,46.0,127.0,2021-05-06 21:11:40+00:00
12,80.0,127.0,2021-05-06 21:11:40+00:00
13,107.0,127.0,2021-05-06 21:11:40+00:00
14,-122.0,127.0,2021-05-06 21:11:40+00:00
15,-85.0,127.0,2021-05-06 21:11:40+00:00
16,-41.0,127.0,2021-05-06 21:11:40+00:00
17,12.0,-128.0,2021-05-06 21:11:40+00:00
18,68.0,-128.0,2021-05-06 21:11:40+00:00
19,123.0,-128.0,2021-05-06 21:11:40+00:00
20,87.0,-128.0,2021-05-06 21:11:40+00:00
21,-76.0,127.0,2021-05-06 21:11:40+00:00
22,40.0,127.0,2021-05-06 21:11:40+00:00
23,-36.0,126.0,2021-05-06 21:11:40+00:00
24,-60.0,-120.0,2021-05-06 21:11:40+00:00
0,-46.0,126.0,2021-05-06 21:11:41+00:00
1,-13.0,126.0,2021-05-06 21:11:41+00:00
2,11.0,127.0,2021-05-06 21:11:41+00:00
3,31.0,127.0,2021-05-06 21:11:41+00:00
4,59.0,127.0,2021-05-06 21:11:41+00:00
5,98.0,127.0,2021-05-06 21:11:41+00:00
6,-109.0,127.0,2021-05-06 21:11:41+00:00
7,-53.0,127.0,2021-05-06 21:11:41+00:00
8,8.0,-128.0,2021-05-06 21:11:41+00:00
9,74.0,-128.0,2021-05-06 21:11:41+00:00
10,78.0,-128.0,2021-05-06 21:11:41+00:00
11,-77.0,127.0,2021-05-06 21:11:41+00:00
12,1.0,127.0,2021-05-06 21:11:41+00:00
13,-97.0,126.0,2021-05-06 21:11:41+00:00
14,125.0,126.0,2021-05-06 21:11:41+00:00
15,-125.0,126.0,2021-05-06 21:11:41+00:00
16,-99.0,126.0,2021-05-06 21:11:41+00:00
17,-75.0,126.0,2021-05-06 21:11:41+00:00
18,-51.0,126.0,2021-05-06 21:11:41+00:00
19,-24.0,126.0,2021-05-06 21:11:41+00:00
20,8.0,127.0,2021-05-06 21:11:41+00:00
21,46.0,127.0,2021-05-06 21:11:41+00:00
22,95.0,127.0,2021-05-06 21:11:41+00:00
23,-102.0,127.0,2021-05-06 21:11:41+00:00
24,-34.0,-8.0,2021-05-06 21:11:41+00:00
0,1.0,-128.0,2021-05-06 21:11:42+00:00
1,-114.0,127.0,2021-05-06 21:11:42+00:00
2,-30.0,126.0,2021-05-06 21:11:42+00:00
3,120.0,126.0,2021-05-06 21:11:42+00:00
4,73.0,126.0,2021-05-06 21:11:42+00:00
5,69.0,126.0,2021-05-06 21:11:42+00:00
6,89.0,126.0,2021-05-06 21:11:42+00:00
7,120.0,126.0,2021-05-06 21:11:42+00:00
8,-105.0,126.0,2021-05-06 21:11:42+00:00
9,-76.0,126.0,2021-05-06 21:11:42+00:00
10,-39.0,126.0,2021-05-06 21:11:42+00:00
11,1.0,127.0,2021-05-06 21:11:42+00:00
12,50.0,127.0,2021-05-06 21:11:42+00:00
13,107.0,127.0,2021-05-06 21:11:42+00:00
14,-86.0,127.0,2021-05-06 21:11:42+00:00
15,-35.0,127.0,2021-05-06 21:11:42+00:00
16,-102.0,127.0,2021-05-06 21:11:42+00:00
17,-14.0,126.0,2021-05-06 21:11:42+00:00
18,112.0,126.0,2021-05-06 21:11:42+00:00
19,50.0,126.0,2021-05-06 21:11:42+00:00
20,32.0,126.0,2021-05-06 21:11:42+00:00
21,54.0,126.0,2021-05-06 21:11:42+00:00
22,86.0,126.0,2021-05-06 21:11:42+00:00
23,114.0,126.0,2021-05-06 21:11:42+00:00
24,-124.0,95.0,2021-05-06 21:11:42+00:00
0,-102.0,126.0,2021-05-06 21:11:43+00:00
1,-63.0,126.0,2021-05-06 21:11:43+00:00
2,-12.0,126.0,2021-05-06 21:11:43+00:00
3,45.0,127.0,2021-05-06 21:11:43+00:00
4,108.0,127.0,2021-05-06 21:11:43+00:00
5,-92.0,127.0,2021-05-06 21:11:43+00:00
6,121.0,127.0,2021-05-06 21:11:43+00:00
7,-54.0,126.0,2021-05-06 21:11:43+00:00
8,48.0,126.0,2021-05-06 21:11:43+00:00
9,-39.0,125.0,2021-05-06 21:11:43+00:00
10,-62.0,125.0,2021-05-06 21:11:43+00:00
11,-42.0,125.0,2021-05-06 21:11:43+00:00
12,-8.0,125.0,2021-05-06 21:11:43+00:00
13,22.0,126.0,2021-05-06 21:11:43+00:00
14,46.0,126.0,2021-05-06 21:11:43+00:00
15,73.0,126.0,2021-05-06 21:11:43+00:00
16,113.0,126.0,2021-05-06 21:11:43+00:00
17,-98.0,126.0,2021-05-06 21:11:43+00:00
18,-49.0,126.0,2021-05-06 21:11:43+00:00
19,12.0,127.0,2021-05-06 21:11:43+00:00
20,84.0,127.0,2021-05-06 21:11:43+00:00
21,111.0,127.0,2021-05-06 21:11:43+00:00
22,-25.0,126.0,2021-05-06 21:11:43+00:00
23,55.0,126.0,2021-05-06 21:11:43+00:00
24,-51.0,-123.0,2021-05-06 21:11:43+00:00
0,-97.0,125.0,2021-05-06 21:11:44+00:00
1,-104.0,125.0,2021-05-06 21:11:44+00:00
2,-86.0,125.0,2021-05-06 21:11:44+00:00
3,-57.0,125.0,2021-05-06 21:11:44+00:00
4,-21.0,125.0,2021-05-06 21:11:44+00:00
5,16.0,126.0,2021-05-06 21:11:44+00:00
6,53.0,126.0,2021-05-06 21:11:44+00:00
7,96.0,126.0,2021-05-06 21:11:44+00:00
8,-108.0,126.0,2021-05-06 21:11:44+00:00
9,-46.0,126.0,2021-05-06 21:11:44+00:00
10,23.0,127.0,2021-05-06 21:11:44+00:00
11,86.0,127.0,2021-05-06 21:11:44+00:00
12,69.0,127.0,2021-05-06 21:11:44+00:00
13,-88.0,126.0,2021-05-06 21:11:44+00:00
14,22.0,126.0,2021-05-06 21:11:44+00:00
15,-55.0,125.0,2021-05-06 21:11:44+00:00
16,-84.0,125.0,2021-05-06 21:11:44+00:00
17,-71.0,125.0,2021-05-06 21:11:44+00:00
18,-37.0,125.0,2021-05-06 21:11:44+00:00
19,0.0,126.0,2021-05-06 21:11:44+00:00
20,29.0,126.0,2021-05-06 21:11:44+00:00
21,58.0,126.0,2021-05-06 21:11:44+00:00
22,102.0,126.0,2021-05-06 21:11:44+00:00
23,-99.0,126.0,2021-05-06 21:11:44+00:00
24,-38.0,58.0,2021-05-06 21:11:44+00:00
0,26.0,127.0,2021-05-06 21:11:45+00:00
1,92.0,127.0,2021-05-06 21:11:45+00:00
2,-109.0,127.0,2021-05-06 21:11:45+00:00
3,92.0,127.0,2021-05-06 21:11:45+00:00
4,-82.0,126.0,2021-05-06 21:11:45+00:00
5,42.0,126.0,2021-05-06 21:11:45+00:00
6,-14.0,125.0,2021-05-06 21:11:45+00:00
7,-12.0,125.0,2021-05-06 21:11:45+00:00
8,18.0,126.0,2021-05-06 21:11:45+00:00
9,60.0,126.0,2021-05-06 21:11:45+00:00
10,88.0,126.0,2021-05-06 21:11:45+00:00
11,111.0,126.0,2021-05-06 21:11:45+00:00
12,-113.0,126.0,2021-05-06 21:11:45+00:00
13,-75.0,126.0,2021-05-06 21:11:45+00:00
14,-31.0,126.0,2021-05-06 21:11:45+00:00
15,28.0,127.0,2021-05-06 21:11:45+00:00
16,94.0,127.0,2021-05-06 21:11:45+00:00
17,-96.0,127.0,2021-05-06 21:11:45+00:00
18,-102.0,127.0,2021-05-06 21:11:45+00:00
19,-9.0,126.0,2021-05-06 21:11:45+00:00
20,93.0,126.0,2021-05-06 21:11:45+00:00
21,8.0,126.0,2021-05-06 21:11:45+00:00
22,-23.0,125.0,2021-05-06 21:11:45+00:00
23,-16.0,125.0,2021-05-06 21:11:45+00:00
24,8.0,71.0,2021-05-06 21:11:45+00:00
0,41.0,126.0,2021-05-06 21:11:46+00:00
1,74.0,126.0,2021-05-06 21:11:46+00:00
2,106.0,126.0,2021-05-06 21:11:46+00:00
3,-114.0,126.0,2021-05-06 21:11:46+00:00
4,-68.0,126.0,2021-05-06 21:11:46+00:00
5,-13.0,126.0,2021-05-06 21:11:46+00:00
6,49.0,127.0,2021-05-06 21:11:46+00:00
7,113.0,127.0,2021-05-06 21:11:46+00:00
8,-102.0,127.0,2021-05-06 21:11:46+00:00
9,64.0,127.0,2021-05-06 21:11:46+00:00
10,-113.0,126.0,2021-05-06 21:11:46+00:00
11,29.0,126.0,2021-05-06 21:11:46+00:00
12,-24.0,125.0,2021-05-06 21:11:46+00:00
13,-30.0,125.0,2021-05-06 21:11:46+00:00
14,-3.0,125.0,2021-05-06 21:11:46+00:00
15,32.0,126.0,2021-05-06 21:11:46+00:00
16,62.0,126.0,2021-05-06 21:11:46+00:00
17,87.0,126.0,2021-05-06 21:11:46+00:00
18,120.0,126.0,2021-05-06 21:11:46+00:00
19,-90.0,126.0,2021-05-06 21:11:46+00:00
20,-31.0,126.0,2021-05-06 21:11:46+00:00
21,30.0,127.0,2021-05-06 21:11:46+00:00
22,93.0,127.0,2021-05-06 21:11:46+00:00
23,-96.0,127.0,2021-05-06 21:11:46+00:00
24,-71.0,-118.0,2021-05-06 21:11:46+00:00
0,49.0,127.0,2021-05-06 21:11:47+00:00
1,-127.0,126.0,2021-05-06 21:11:47+00:00
2,24.0,126.0,2021-05-06 21:11:47+00:00
3,-7.0,125.0,2021-05-06 21:11:47+00:00
4,8.0,126.0,2021-05-06 21:11:47+00:00
5,41.0,126.0,2021-05-06 21:11:47+00:00
6,75.0,126.0,2021-05-06 21:11:47+00:00
7,102.0,126.0,2021-05-06 21:11:47+00:00
8,-122.0,126.0,2021-05-06 21:11:47+00:00
9,-84.0,126.0,2021-05-06 21:11:47+00:00
10,-41.0,126.0,2021-05-06 21:11:47+00:00
11,7.0,127.0,2021-05-06 21:11:47+00:00
12,69.0,127.0,2021-05-06 21:11:47+00:00
13,-115.0,127.0,2021-05-06 21:11:47+00:00
14,-60.0,127.0,2021-05-06 21:11:47+00:00
15,-124.0,127.0,2021-05-06 21:11:47+00:00
16,-46.0,126.0,2021-05-06 21:11:47+00:00
17,84.0,126.0,2021-05-06 21:11:47+00:00
18,27.0,126.0,2021-05-06 21:11:47+00:00
19,18.0,126.0,2021-05-06 21:11:47+00:00
20,43.0,126.0,2021-05-06 21:11:47+00:00
21,78.0,126.0,2021-05-06 21:11:47+00:00
22,118.0,126.0,2021-05-06 21:11:47+00:00
23,-102.0,126.0,2021-05-06 21:11:47+00:00
24,-67.0,98.0,2021-05-06 21:11:47+00:00
0,-28.0,126.0,2021-05-06 21:11:48+00:00
1,20.0,127.0,2021-05-06 21:11:48+00:00
2,76.0,127.0,2021-05-06 21:11:48+00:00
3,-114.0,127.0,2021-05-06 21:11:48+00:00
4,-60.0,127.0,2021-05-06 21:11:48+00:00
5,-117.0,127.0,2021-05-06 21:11:48+00:00
6,-34.0,126.0,2021-05-06 21:11:48+00:00
7,88.0,126.0,2021-05-06 21:11:48+00:00
8,25.0,126.0,2021-05-06 21:11:48+00:00
9,9.0,126.0,2021-05-06 21:11:48+00:00
10,25.0,126.0,2021-05-06 21:11:48+00:00
11,58.0,126.0,2021-05-06 21:11:48+00:00
12,87.0,126.0,2021-05-06 21:11:48+00:00
13,113.0,126.0,2021-05-06 21:11:48+00:00
14,-111.0,126.0,2021-05-06 21:11:48+00:00
15,-64.0,126.0,2021-05-06 21:11:48+00:00
16,-11.0,126.0,2021-05-06 21:11:48+00:00
17,51.0,127.0,2021-05-06 21:11:48+00:00
18,114.0,127.0,2021-05-06 21:11:48+00:00
19,-80.0,127.0,2021-05-06 21:11:48+00:00
20,-107.0,127.0,2021-05-06 21:11:48+00:00
21,-26.0,126.0,2021-05-06 21:11:48+00:00
22,69.0,126.0,2021-05-06 21:11:48+00:00
23,-23.0,125.0,2021-05-06 21:11:48+00:00
24,-47.0,-90.0,2021-05-06 21:11:48+00:00
0,-29.0,125.0,2021-05-06 21:11:49+00:00
1,8.0,126.0,2021-05-06 21:11:49+00:00
2,41.0,126.0,2021-05-06 21:11:49+00:00
3,67.0,126.0,2021-05-06 21:11:49+00:00
4,100.0,126.0,2021-05-06 21:11:49+00:00
5,-115.0,126.0,2021-05-06 21:11:49+00:00
6,-65.0,126.0,2021-05-06 21:11:49+00:00
7,-13.0,126.0,2021-05-06 21:11:49+00:00
8,53.0,127.0,2021-05-06 21:11:49+00:00
9,-128.0,127.0,2021-05-06 21:11:49+00:00
10,-99.0,127.0,2021-05-06 21:11:49+00:00
11,18.0,127.0,2021-05-06 21:11:49+00:00
12,101.0,126.0,2021-05-06 21:11:49+00:00
13,-2.0,125.0,2021-05-06 21:11:49+00:00
14,-40.0,125.0,2021-05-06 21:11:49+00:00
15,-35.0,125.0,2021-05-06 21:11:49+00:00
16,-9.0,125.0,2021-05-06 21:11:49+00:00
17,21.0,126.0,2021-05-06 21:11:49+00:00
18,50.0,126.0,2021-05-06 21:11:49+00:00
19,83.0,126.0,2021-05-06 21:11:49+00:00
20,122.0,126.0,2021-05-06 21:11:49+00:00
21,-92.0,126.0,2021-05-06 21:11:49+00:00
22,-41.0,126.0,2021-05-06 21:11:49+00:00
23,17.0,127.0,2021-05-06 21:11:49+00:00
24,83.0,85.0,2021-05-06 21:11:49+00:00
0,119.0,127.0,2021-05-06 21:11:50+00:00
1,12.0,127.0,2021-05-06 21:11:50+00:00
2,97.0,126.0,2021-05-06 21:11:50+00:00
3,-10.0,125.0,2021-05-06 21:11:50+00:00
4,-54.0,125.0,2021-05-06 21:11:50+00:00
5,-54.0,125.0,2021-05-06 21:11:50+00:00
6,-26.0,125.0,2021-05-06 21:11:50+00:00
7,4.0,126.0,2021-05-06 21:11:50+00:00
8,30.0,126.0,2021-05-06 21:11:50+00:00
9,51.0,126.0,2021-05-06 21:11:50+00:00
10,79.0,126.0,2021-05-06 21:11:50+00:00
11,120.0,126.0,2021-05-06 21:11:50+00:00
12,-81.0,126.0,2021-05-06 21:11:50+00:00
13,-21.0,126.0,2021-05-06 21:11:50+00:00
14,43.0,127.0,2021-05-06 21:11:50+00:00
15,77.0,127.0,2021-05-06 21:11:50+00:00
16,-32.0,126.0,2021-05-06 21:11:50+00:00
17,49.0,126.0,2021-05-06 21:11:50+00:00
18,-72.0,125.0,2021-05-06 21:11:50+00:00
19,122.0,125.0,2021-05-06 21:11:50+00:00
20,116.0,125.0,2021-05-06 21:11:50+00:00
21,-110.0,125.0,2021-05-06 21:11:50+00:00
22,-75.0,125.0,2021-05-06 21:11:50+00:00
23,-47.0,125.0,2021-05-06 21:11:50+00:00
24,-22.0,42.0,2021-05-06 21:11:50+00:00
0,9.0,126.0,2021-05-06 21:11:52+00:00
1,51.0,126.0,2021-05-06 21:11:52+00:00
2,99.0,126.0,2021-05-06 21:11:52+00:00
3,-101.0,126.0,2021-05-06 21:11:52+00:00
4,-39.0,126.0,2021-05-06 21:11:52+00:00
5,30.0,127.0,2021-05-06 21:11:52+00:00
6,22.0,127.0,2021-05-06 21:11:52+00:00
7,111.0,126.0,2021-05-06 21:11:52+00:00
8,-51.0,125.0,2021-05-06 21:11:52+00:00
9,110.0,125.0,2021-05-06 21:11:52+00:00
10,73.0,125.0,2021-05-06 21:11:52+00:00
11,77.0,125.0,2021-05-06 21:11:52+00:00
12,103.0,125.0,2021-05-06 21:11:52+00:00
13,124.0,125.0,2021-05-06 21:11:52+00:00
14,-102.0,125.0,2021-05-06 21:11:52+00:00
15,-66.0,125.0,2021-05-06 21:11:52+00:00
16,-26.0,125.0,2021-05-06 21:11:52+00:00
17,23.0,126.0,2021-05-06 21:11:52+00:00
18,74.0,126.0,2021-05-06 21:11:52+00:00
19,-122.0,126.0,2021-05-06 21:11:52+00:00
20,-55.0,126.0,2021-05-06 21:11:52+00:00
21,5.0,127.0,2021-05-06 21:11:52+00:00
22,-31.0,126.0,2021-05-06 21:11:52+00:00
23,46.0,126.0,2021-05-06 21:11:52+00:00
24,-103.0,-12.0,2021-05-06 21:11:52+00:00
0,74.0,125.0,2021-05-06 21:11:52+00:00
1,44.0,125.0,2021-05-06 21:11:52+00:00
2,51.0,125.0,2021-05-06 21:11:52+00:00
3,79.0,125.0,2021-05-06 21:11:52+00:00
4,103.0,125.0,2021-05-06 21:11:52+00:00
5,127.0,125.0,2021-05-06 21:11:52+00:00
6,-108.0,125.0,2021-05-06 21:11:52+00:00
7,-73.0,125.0,2021-05-06 21:11:52+00:00
8,-27.0,125.0,2021-05-06 21:11:52+00:00
9,27.0,126.0,2021-05-06 21:11:52+00:00
10,89.0,126.0,2021-05-06 21:11:52+00:00
11,-103.0,126.0,2021-05-06 21:11:52+00:00
12,-47.0,126.0,2021-05-06 21:11:52+00:00
13,-88.0,126.0,2021-05-06 21:11:52+00:00
14,-7.0,125.0,2021-05-06 21:11:52+00:00
15,98.0,125.0,2021-05-06 21:11:52+00:00
16,16.0,125.0,2021-05-06 21:11:52+00:00
17,-4.0,124.0,2021-05-06 21:11:52+00:00
18,15.0,125.0,2021-05-06 21:11:52+00:00
19,44.0,125.0,2021-05-06 21:11:52+00:00
20,68.0,125.0,2021-05-06 21:11:52+00:00
21,85.0,125.0,2021-05-06 21:11:52+00:00
22,108.0,125.0,2021-05-06 21:11:52+00:00
23,-115.0,125.0,2021-05-06 21:11:52+00:00
24,-70.0,99.0,2021-05-06 21:11:52+00:00
0,-21.0,125.0,2021-05-06 21:11:53+00:00
1,36.0,126.0,2021-05-06 21:11:53+00:00
2,105.0,126.0,2021-05-06 21:11:53+00:00
3,-115.0,126.0,2021-05-06 21:11:53+00:00
4,16.0,126.0,2021-05-06 21:11:53+00:00
5,89.0,125.0,2021-05-06 21:11:53+00:00
6,-34.0,124.0,2021-05-06 21:11:53+00:00
7,-95.0,124.0,2021-05-06 21:11:53+00:00
8,-110.0,124.0,2021-05-06 21:11:53+00:00
9,-94.0,124.0,2021-05-06 21:11:53+00:00
10,-69.0,124.0,2021-05-06 21:11:53+00:00
11,-44.0,124.0,2021-05-06 21:11:53+00:00
12,-19.0,124.0,2021-05-06 21:11:53+00:00
13,11.0,125.0,2021-05-06 21:11:53+00:00
14,49.0,125.0,2021-05-06 21:11:53+00:00
15,96.0,125.0,2021-05-06 21:11:53+00:00
16,-106.0,125.0,2021-05-06 21:11:53+00:00
17,-44.0,125.0,2021-05-06 21:11:53+00:00
18,18.0,126.0,2021-05-06 21:11:53+00:00
19,27.0,126.0,2021-05-06 21:11:53+00:00
20,-124.0,125.0,2021-05-06 21:11:53+00:00
21,-44.0,124.0,2021-05-06 21:11:53+00:00
22,101.0,124.0,2021-05-06 21:11:53+00:00
23,43.0,124.0,2021-05-06 21:11:53+00:00
24,31.0,-80.0,2021-05-06 21:11:53+00:00
0,50.0,124.0,2021-05-06 21:11:54+00:00
1,79.0,124.0,2021-05-06 21:11:54+00:00
2,100.0,124.0,2021-05-06 21:11:54+00:00
3,122.0,124.0,2021-05-06 21:11:54+00:00
4,-100.0,124.0,2021-05-06 21:11:54+00:00
5,-53.0,124.0,2021-05-06 21:11:54+00:00
6,3.0,125.0,2021-05-06 21:11:54+00:00
7,61.0,125.0,2021-05-06 21:11:54+00:00
8,125.0,125.0,2021-05-06 21:11:54+00:00
9,-62.0,125.0,2021-05-06 21:11:54+00:00
10,-3.0,125.0,2021-05-06 21:11:54+00:00
11,-78.0,125.0,2021-05-06 21:11:54+00:00
12,-13.0,124.0,2021-05-06 21:11:54+00:00
13,99.0,124.0,2021-05-06 21:11:54+00:00
14,33.0,124.0,2021-05-06 21:11:54+00:00
15,15.0,124.0,2021-05-06 21:11:54+00:00
16,33.0,124.0,2021-05-06 21:11:54+00:00
17,63.0,124.0,2021-05-06 21:11:54+00:00
18,91.0,124.0,2021-05-06 21:11:54+00:00
19,120.0,124.0,2021-05-06 21:11:54+00:00
20,-105.0,124.0,2021-05-06 21:11:54+00:00
21,-70.0,124.0,2021-05-06 21:11:54+00:00
22,-22.0,124.0,2021-05-06 21:11:54+00:00
23,37.0,125.0,2021-05-06 21:11:54+00:00
24,103.0,64.0,2021-05-06 21:11:54+00:00
0,-85.0,125.0,2021-05-06 21:11:55+00:00
1,-19.0,125.0,2021-05-06 21:11:55+00:00
2,-24.0,125.0,2021-05-06 21:11:55+00:00
3,77.0,125.0,2021-05-06 21:11:55+00:00
4,-78.0,124.0,2021-05-06 21:11:55+00:00
5,91.0,124.0,2021-05-06 21:11:55+00:00
6,63.0,124.0,2021-05-06 21:11:55+00:00
7,82.0,124.0,2021-05-06 21:11:55+00:00
8,123.0,124.0,2021-05-06 21:11:55+00:00
9,-98.0,124.0,2021-05-06 21:11:55+00:00
10,-71.0,124.0,2021-05-06 21:11:55+00:00
11,-42.0,124.0,2021-05-06 21:11:55+00:00
12,-1.0,124.0,2021-05-06 21:11:55+00:00
13,49.0,125.0,2021-05-06 21:11:55+00:00
14,100.0,125.0,2021-05-06 21:11:55+00:00
15,-95.0,125.0,2021-05-06 21:11:55+00:00
16,-21.0,125.0,2021-05-06 21:11:55+00:00
17,26.0,126.0,2021-05-06 21:11:55+00:00
18,-81.0,125.0,2021-05-06 21:11:55+00:00
19,2.0,125.0,2021-05-06 21:11:55+00:00
20,-113.0,124.0,2021-05-06 21:11:55+00:00
21,96.0,124.0,2021-05-06 21:11:55+00:00
22,97.0,124.0,2021-05-06 21:11:55+00:00
23,121.0,124.0,2021-05-06 21:11:55+00:00
24,-98.0,54.0,2021-05-06 21:11:55+00:00
0,-61.0,124.0,2021-05-06 21:11:56+00:00
1,-20.0,124.0,2021-05-06 21:11:56+00:00
2,18.0,125.0,2021-05-06 21:11:56+00:00
3,66.0,125.0,2021-05-06 21:11:56+00:00
4,124.0,125.0,2021-05-06 21:11:56+00:00
5,-63.0,125.0,2021-05-06 21:11:56+00:00
6,10.0,126.0,2021-05-06 21:11:56+00:00
7,82.0,126.0,2021-05-06 21:11:56+00:00
8,82.0,126.0,2021-05-06 21:11:56+00:00
9,-67.0,125.0,2021-05-06 21:11:56+00:00
10,33.0,125.0,2021-05-06 21:11:56+00:00
11,-47.0,124.0,2021-05-06 21:11:56+00:00
12,-76.0,124.0,2021-05-06 21:11:56+00:00
13,-63.0,124.0,2021-05-06 21:11:56+00:00
14,-24.0,124.0,2021-05-06 21:11:56+00:00
15,17.0,125.0,2021-05-06 21:11:56+00:00
16,51.0,125.0,2021-05-06 21:11:56+00:00
17,85.0,125.0,2021-05-06 21:11:56+00:00
18,-126.0,125.0,2021-05-06 21:11:56+00:00
19,-71.0,125.0,2021-05-06 21:11:56+00:00
20,-8.0,125.0,2021-05-06 21:11:56+00:00
21,60.0,126.0,2021-05-06 21:11:56+00:00
22,-127.0,126.0,2021-05-06 21:11:56+00:00
23,-57.0,126.0,2021-05-06 21:11:56+00:00
24,-74.0,-35.0,2021-05-06 21:11:56+00:00
0,14.0,126.0,2021-05-06 21:11:57+00:00
1,123.0,125.0,2021-05-06 21:11:57+00:00
2,57.0,125.0,2021-05-06 21:11:57+00:00
3,49.0,125.0,2021-05-06 21:11:57+00:00
4,81.0,125.0,2021-05-06 21:11:57+00:00
5,123.0,125.0,2021-05-06 21:11:57+00:00
6,-94.0,125.0,2021-05-06 21:11:57+00:00
7,-58.0,125.0,2021-05-06 21:11:57+00:00
8,-18.0,125.0,2021-05-06 21:11:57+00:00
9,24.0,126.0,2021-05-06 21:11:57+00:00
10,73.0,126.0,2021-05-06 21:11:57+00:00
11,-122.0,126.0,2021-05-06 21:11:57+00:00
12,-52.0,126.0,2021-05-06 21:11:57+00:00
13,22.0,127.0,2021-05-06 21:11:57+00:00
14,33.0,127.0,2021-05-06 21:11:57+00:00
15,-106.0,126.0,2021-05-06 21:11:57+00:00
16,-3.0,125.0,2021-05-06 21:11:57+00:00
17,-80.0,125.0,2021-05-06 21:11:57+00:00
18,-97.0,125.0,2021-05-06 21:11:57+00:00
